,payment_id,customer_id,staff_id,rental_id,amount,payment_date
1614,19117,160,1,2465,2.99,2007-02-18 18:35:28.996577
1615,19118,160,2,2873,2.99,2007-02-19 23:09:51.996577
1616,19119,161,1,1856,2.99,2007-02-16 23:30:26.996577
1617,19120,161,1,3075,3.99,2007-02-20 13:20:45.996577
1618,19121,162,2,1339,4.99,2007-02-15 10:50:22.996577
1619,19122,162,1,2366,0.99,2007-02-18 12:15:05.996577
1620,19123,162,1,2547,4.99,2007-02-19 01:12:43.996577
1621,19124,162,1,3040,0.99,2007-02-20 11:02:39.996577
1622,19125,162,2,3180,0.99,2007-02-20 21:17:10.996577
1623,19126,163,2,1265,4.99,2007-02-15 05:29:16.996577
1624,19127,163,2,2000,2.99,2007-02-17 10:00:56.996577
1625,19128,163,2,2110,7.99,2007-02-17 18:14:15.996577
1626,19129,163,2,2536,5.99,2007-02-19 00:10:00.996577
1627,19130,163,1,2994,6.99,2007-02-20 07:45:31.996577
1628,19131,163,1,3179,0.99,2007-02-20 21:06:25.996577
1629,19132,164,2,1713,4.99,2007-02-16 12:56:59.996577
1630,19133,164,2,2589,2.99,2007-02-19 03:49:53.996577
1631,19134,164,1,3082,8.99,2007-02-20 14:00:37.996577
1632,19135,165,1,2013,3.99,2007-02-17 10:31:27.996577
1633,19136,165,2,3195,2.99,2007-02-20 22:30:36.996577
1634,19137,166,2,1412,2.99,2007-02-15 15:38:14.996577
1635,19138,166,1,2211,3.99,2007-02-18 00:57:36.996577
1636,19139,166,1,2874,5.99,2007-02-19 23:10:52.996577
1637,19140,166,1,3085,0.99,2007-02-20 14:10:59.996577
1638,19141,167,1,1416,3.99,2007-02-15 16:13:23.996577
1639,19142,167,1,1509,5.99,2007-02-15 21:04:19.996577
1640,19143,167,2,2381,5.99,2007-02-18 13:28:56.996577
1641,19144,168,2,1222,4.99,2007-02-15 02:07:15.996577
1642,19145,169,1,2023,4.99,2007-02-17 11:21:24.996577
1643,19146,169,1,3261,2.99,2007-02-21 02:36:07.996577
1644,19147,170,2,2117,0.99,2007-02-17 18:52:26.996577
1645,19148,170,2,2413,8.99,2007-02-18 15:28:00.996577
1646,19149,171,2,1676,0.99,2007-02-16 09:34:35.996577
1647,19150,171,2,2004,4.99,2007-02-17 10:12:04.996577
1648,19151,171,2,2199,5.99,2007-02-18 00:26:22.996577
1649,19152,171,1,2497,4.99,2007-02-18 21:19:06.996577
1650,19153,171,2,2599,5.99,2007-02-19 04:34:33.996577
1651,19154,171,2,2788,2.99,2007-02-19 17:16:37.996577
1652,19155,171,2,3338,6.99,2007-02-21 08:55:57.996577
1653,19156,172,2,1507,0.99,2007-02-15 20:53:52.996577
1654,19157,172,1,2052,0.99,2007-02-17 13:43:09.996577
1655,19158,172,2,3032,1.99,2007-02-20 10:26:56.996577
1656,19159,173,2,1188,2.99,2007-02-14 23:32:33.996577
1657,19160,173,2,2435,4.99,2007-02-18 16:40:52.996577
1658,19161,173,1,2602,2.99,2007-02-19 04:38:34.996577
1659,19162,173,2,3224,0.99,2007-02-21 00:40:02.996577
1660,19163,173,1,3336,4.99,2007-02-21 08:42:53.996577
1661,19164,174,2,1566,7.99,2007-02-16 01:41:46.996577
1662,19165,174,1,1609,0.99,2007-02-16 05:03:25.996577
1663,19166,174,1,2326,5.99,2007-02-18 08:42:48.996577
1664,19167,174,2,3446,1.99,2007-02-21 19:14:17.996577
1665,19168,175,2,1495,0.99,2007-02-15 20:22:57.996577
1666,19169,175,2,3266,4.99,2007-02-21 03:17:33.996577
1667,19170,176,1,1291,5.99,2007-02-15 07:23:27.996577
1668,19171,176,1,1741,7.99,2007-02-16 15:00:03.996577
1669,19172,176,1,1836,6.99,2007-02-16 21:41:31.996577
1670,19173,176,1,2181,8.99,2007-02-17 23:16:57.996577
1671,19174,176,1,2218,2.99,2007-02-18 01:41:39.996577
1672,19175,176,2,2427,2.99,2007-02-18 16:13:26.996577
1673,19176,176,2,2503,1.99,2007-02-18 21:45:45.996577
1674,19177,176,1,2922,4.99,2007-02-20 02:42:13.996577
1675,19178,177,1,1393,2.99,2007-02-15 14:41:16.996577
1676,19179,177,1,1524,2.99,2007-02-15 22:54:18.996577
1677,19180,177,2,1621,4.99,2007-02-16 05:52:38.996577
1678,19181,177,1,1738,0.99,2007-02-16 14:35:53.996577
1679,19182,177,2,2467,2.99,2007-02-18 18:48:31.996577
1680,19183,178,1,1292,6.99,2007-02-15 07:32:18.996577
1681,19184,178,2,1458,6.99,2007-02-15 18:52:31.996577
1682,19185,178,2,1568,2.99,2007-02-16 01:42:27.996577
1683,19186,178,2,1745,3.99,2007-02-16 15:09:42.996577
1684,19187,178,2,2124,1.99,2007-02-17 19:17:40.996577
1685,19188,178,1,2293,4.99,2007-02-18 06:13:29.996577
1686,19189,178,2,2844,6.99,2007-02-19 21:08:38.996577
1687,19190,178,1,2898,9.99,2007-02-20 01:06:32.996577
1688,19191,179,2,1286,7.99,2007-02-15 07:09:39.996577
1689,19192,179,1,2613,4.99,2007-02-19 05:54:16.996577
1690,19193,180,2,2700,2.99,2007-02-19 12:00:18.996577
1691,19194,180,1,2798,2.99,2007-02-19 17:36:14.996577
1692,19195,181,1,1638,2.99,2007-02-16 07:01:02.996577
1693,19196,181,1,2645,5.99,2007-02-19 08:19:01.996577
1694,19197,181,2,3449,5.99,2007-02-21 19:29:53.996577
1695,19198,181,2,3469,4.99,2007-02-21 21:17:25.996577
1696,19199,182,2,1542,3.99,2007-02-15 23:48:31.996577
1697,19200,182,1,2049,2.99,2007-02-17 13:27:02.996577
1698,19201,182,2,2120,5.99,2007-02-17 19:05:16.996577
1699,19202,182,1,2234,0.99,2007-02-18 02:29:54.996577
1700,19203,183,1,1279,0.99,2007-02-15 06:42:23.996577
1701,19204,183,2,2188,1.99,2007-02-17 23:47:30.996577
1702,19205,183,2,2471,5.99,2007-02-18 18:59:26.996577
1703,19206,183,1,3381,5.99,2007-02-21 12:31:25.996577
1704,19207,184,2,1976,2.99,2007-02-17 08:06:34.996577
1705,19208,184,1,2312,0.99,2007-02-18 07:24:12.996577
1706,19209,185,1,2459,4.99,2007-02-18 18:12:34.996577
1707,19210,185,1,3314,4.99,2007-02-21 06:45:26.996577
1708,19211,185,1,3325,4.99,2007-02-21 07:20:10.996577
1709,19212,186,1,1192,4.99,2007-02-14 23:47:05.996577
1710,19213,186,1,1300,2.99,2007-02-15 08:04:45.996577
1711,19214,186,1,1663,2.99,2007-02-16 08:42:41.996577
1712,19215,186,2,2132,4.99,2007-02-17 19:33:32.996577
1713,19216,186,2,2875,4.99,2007-02-19 23:15:44.996577
1714,19217,186,1,3039,4.99,2007-02-20 11:00:56.996577
1715,19218,187,2,1323,6.99,2007-02-15 09:23:43.996577
1716,19219,187,2,1462,4.99,2007-02-15 19:06:06.996577
1717,19220,187,2,1592,0.99,2007-02-16 03:43:03.996577
1718,19221,187,2,2127,0.99,2007-02-17 19:23:14.996577
1719,19222,187,2,2533,0.99,2007-02-19 00:02:52.996577
1720,19223,187,1,2742,5.99,2007-02-19 14:34:13.996577
1721,19224,187,1,3402,2.99,2007-02-21 14:23:03.996577
1722,19225,188,2,1527,2.99,2007-02-15 23:00:06.996577
1723,19226,188,2,1927,0.99,2007-02-17 05:16:45.996577
1724,19227,188,1,2515,4.99,2007-02-18 22:25:57.996577
1725,19228,188,2,2733,4.99,2007-02-19 13:50:19.996577
1726,19229,189,1,1541,0.99,2007-02-15 23:44:25.996577
1727,19230,189,1,1834,0.99,2007-02-16 21:17:34.996577
1728,19231,189,2,2905,1.99,2007-02-20 01:24:42.996577
1729,19232,189,1,3108,6.99,2007-02-20 15:57:09.996577
1730,19233,189,1,3346,2.99,2007-02-21 09:35:19.996577
1731,19234,190,1,1319,2.99,2007-02-15 09:07:31.996577
1732,19235,190,1,1347,2.99,2007-02-15 11:12:09.996577
1733,19236,190,1,2057,4.99,2007-02-17 14:00:24.996577
1734,19237,190,1,2568,3.99,2007-02-19 02:37:29.996577
1735,19238,190,1,3386,4.99,2007-02-21 12:49:32.996577
1736,19239,191,2,1173,2.99,2007-02-14 22:23:12.996577
1737,19240,191,1,1278,0.99,2007-02-15 06:37:38.996577
1738,19241,191,1,1677,2.99,2007-02-16 09:35:37.996577
1739,19242,191,2,1870,2.99,2007-02-17 00:53:02.996577
1740,19243,191,1,2051,4.99,2007-02-17 13:38:42.996577
1741,19244,191,2,2555,2.99,2007-02-19 01:35:28.996577
1742,19245,192,1,2760,3.99,2007-02-19 15:44:59.996577
1743,19246,193,1,1325,4.99,2007-02-15 09:31:50.996577
1744,19247,193,2,2377,6.99,2007-02-18 13:24:49.996577
1745,19248,193,2,2841,6.99,2007-02-19 20:49:32.996577
1746,19249,193,2,2846,4.99,2007-02-19 21:20:40.996577
1747,19250,193,2,2880,2.99,2007-02-19 23:53:20.996577
1748,19251,193,1,3297,8.99,2007-02-21 05:36:45.996577
1749,19252,194,1,1430,0.99,2007-02-15 16:53:21.996577
1750,19253,194,1,2245,7.99,2007-02-18 03:21:25.996577
1751,19254,194,1,2347,2.99,2007-02-18 10:40:55.996577
1752,19255,194,1,2463,3.99,2007-02-18 18:30:09.996577
1753,19256,194,1,2807,3.99,2007-02-19 18:01:19.996577
1754,19257,196,1,1182,5.99,2007-02-14 23:13:47.996577
1755,19258,196,1,1348,2.99,2007-02-15 11:13:56.996577
1756,19259,196,2,1600,0.99,2007-02-16 04:32:38.996577
1757,19260,196,1,2681,0.99,2007-02-19 10:43:53.996577
1758,19261,196,2,2912,4.99,2007-02-20 02:01:11.996577
1759,19262,196,1,3104,4.99,2007-02-20 15:35:12.996577
1760,19263,196,2,3271,5.99,2007-02-21 03:44:36.996577
1761,19264,196,2,3342,4.99,2007-02-21 09:15:02.996577
1762,19265,197,2,1175,2.99,2007-02-14 22:43:41.996577
1763,19266,197,1,1363,0.99,2007-02-15 12:33:37.996577
1764,19267,197,1,1503,2.99,2007-02-15 20:35:35.996577
1765,19268,197,2,1605,8.99,2007-02-16 04:46:21.996577
1766,19269,197,2,1919,4.99,2007-02-17 04:09:18.996577
1767,19270,197,1,2090,2.99,2007-02-17 16:34:40.996577
1768,19271,197,1,2750,4.99,2007-02-19 15:05:50.996577
1769,19272,197,2,2781,2.99,2007-02-19 16:53:08.996577
1770,19273,198,2,2185,0.99,2007-02-17 23:40:48.996577
1771,19274,199,1,1406,4.99,2007-02-15 15:12:26.996577
1772,19275,199,1,1910,2.99,2007-02-17 03:39:53.996577
1773,19276,199,1,3299,0.99,2007-02-21 05:52:00.996577
1774,19277,200,2,1296,1.99,2007-02-15 07:52:25.996577
1775,19278,200,2,1309,4.99,2007-02-15 08:39:15.996577
1776,19279,200,2,1899,6.99,2007-02-17 02:57:41.996577
1777,19280,200,1,2227,4.99,2007-02-18 02:11:49.996577
1778,19281,200,2,2667,3.99,2007-02-19 09:57:12.996577
1779,19282,200,2,2717,4.99,2007-02-19 13:14:36.996577
1780,19283,200,1,3190,3.99,2007-02-20 21:55:41.996577
1781,19284,201,1,2047,1.99,2007-02-17 13:09:24.996577
1782,19285,201,1,2157,3.99,2007-02-17 21:59:18.996577
1783,19286,201,2,2359,6.99,2007-02-18 11:33:08.996577
1784,19287,201,1,3106,4.99,2007-02-20 15:46:32.996577
1785,19288,201,1,3364,7.99,2007-02-21 11:06:12.996577
1786,19289,209,2,1201,4.99,2007-02-15 00:34:54.996577
1787,19290,209,1,1657,4.99,2007-02-16 08:35:15.996577
1788,19291,209,1,2650,4.99,2007-02-19 08:50:11.996577
1789,19292,209,1,2796,4.99,2007-02-19 17:29:03.996577
1790,19293,210,2,1177,2.99,2007-02-14 23:01:30.996577
1791,19294,210,2,2856,0.99,2007-02-19 21:41:30.996577
1792,19295,211,2,2812,8.99,2007-02-19 18:26:42.996577
1793,19296,211,2,3437,6.99,2007-02-21 17:48:43.996577
1794,19297,212,1,1356,0.99,2007-02-15 11:45:27.996577
1795,19298,212,2,1379,0.99,2007-02-15 13:33:36.996577
1796,19299,212,1,1637,2.99,2007-02-16 06:58:24.996577
1797,19300,212,2,2739,9.99,2007-02-19 14:27:04.996577
1798,19301,213,1,1489,0.99,2007-02-15 20:10:04.996577
1799,19302,213,2,1936,4.99,2007-02-17 05:44:07.996577
1800,19303,213,1,2322,5.99,2007-02-18 08:12:47.996577
1801,19304,213,1,2509,0.99,2007-02-18 22:12:34.996577
1802,19305,213,2,2569,6.99,2007-02-19 02:47:30.996577
1803,19306,213,1,2889,4.99,2007-02-20 00:22:34.996577
1804,19307,213,2,2946,4.99,2007-02-20 04:19:06.996577
1805,19308,213,1,3252,2.99,2007-02-21 01:53:52.996577
1806,19309,213,1,3313,2.99,2007-02-21 06:39:44.996577
1807,19310,214,2,1275,4.99,2007-02-15 06:24:09.996577
1808,19311,214,2,2085,2.99,2007-02-17 15:59:22.996577
1809,19312,214,2,2868,2.99,2007-02-19 22:37:24.996577
1810,19313,215,2,1376,4.99,2007-02-15 13:27:32.996577
1811,19314,215,2,1599,4.99,2007-02-16 04:31:59.996577
1812,19315,215,2,1845,4.99,2007-02-16 22:24:37.996577
1813,19316,215,2,2006,2.99,2007-02-17 10:15:29.996577
1814,19317,215,2,2918,2.99,2007-02-20 02:37:30.996577
1815,19318,215,1,3143,2.99,2007-02-20 18:30:18.996577
1816,19319,216,2,1461,6.99,2007-02-15 19:00:34.996577
1817,19320,216,1,1664,0.99,2007-02-16 08:43:46.996577
1818,19321,216,1,1672,3.99,2007-02-16 09:06:00.996577
1819,19322,216,2,2351,0.99,2007-02-18 10:56:23.996577
1820,19323,216,1,3432,2.99,2007-02-21 17:30:29.996577
1821,19324,217,1,1322,2.99,2007-02-15 09:23:35.996577
1822,19325,217,1,2076,6.99,2007-02-17 15:12:13.996577
1823,19326,217,1,2842,4.99,2007-02-19 21:02:46.996577
1824,19327,218,1,1459,2.99,2007-02-15 18:54:19.996577
1825,19328,218,1,2262,0.99,2007-02-18 04:18:12.996577
1826,19329,218,1,2267,0.99,2007-02-18 04:38:49.996577
1827,19330,219,2,2417,3.99,2007-02-18 15:40:27.996577
1828,19331,219,2,2580,0.99,2007-02-19 03:12:56.996577
1829,19332,220,1,1832,0.99,2007-02-16 21:03:46.996577
1830,19333,221,1,1369,0.99,2007-02-15 12:57:40.996577
1831,19334,221,1,2331,2.99,2007-02-18 09:18:35.996577
1832,19335,221,2,2473,2.99,2007-02-18 19:11:11.996577
1833,19336,221,1,2660,10.99,2007-02-19 09:18:28.996577
1834,19337,221,1,3200,5.99,2007-02-20 22:51:13.996577
1835,19338,222,1,1368,8.99,2007-02-15 12:56:13.996577
1836,19339,222,2,2603,6.99,2007-02-19 04:49:51.996577
1837,19340,223,2,1839,5.99,2007-02-16 21:50:48.996577
1838,19341,223,1,2334,4.99,2007-02-18 09:24:50.996577
1839,19342,224,1,1424,7.99,2007-02-15 16:36:40.996577
1840,19343,224,1,2277,2.99,2007-02-18 05:03:29.996577
1841,19344,224,2,3282,4.99,2007-02-21 04:47:08.996577
1842,19345,225,2,2226,7.99,2007-02-18 02:08:22.996577
1843,19346,226,2,3414,2.99,2007-02-21 15:27:16.996577
1844,19347,226,1,3466,4.99,2007-02-21 20:41:59.996577
1845,19348,227,1,1679,2.99,2007-02-16 09:39:27.996577
1846,19349,227,2,2155,1.99,2007-02-17 21:35:55.996577
1847,19350,227,1,2164,6.99,2007-02-17 22:14:47.996577
1848,19351,227,2,3065,0.99,2007-02-20 12:22:19.996577
1849,19352,228,2,2284,3.99,2007-02-18 05:28:17.996577
1850,19353,228,2,2863,2.99,2007-02-19 22:27:04.996577
1851,19354,228,2,2934,2.99,2007-02-20 03:34:19.996577
1852,19355,228,2,3433,3.99,2007-02-21 17:35:45.996577
1853,19356,229,1,2200,4.99,2007-02-18 00:27:42.996577
1854,19357,229,1,3208,0.99,2007-02-20 23:18:29.996577
1855,19358,229,1,3277,7.99,2007-02-21 04:05:03.996577
1856,19359,229,2,3280,0.99,2007-02-21 04:36:38.996577
1857,19360,230,2,1468,3.99,2007-02-15 19:16:48.996577
1858,19361,230,1,1744,4.99,2007-02-16 15:08:24.996577
1859,19362,230,2,1793,0.99,2007-02-16 18:35:53.996577
1860,19363,230,2,2450,8.99,2007-02-18 17:54:13.996577
1861,19364,230,2,2675,0.99,2007-02-19 10:20:41.996577
1862,19365,230,1,2777,0.99,2007-02-19 16:44:52.996577
1863,19366,231,2,2423,0.99,2007-02-18 16:00:34.996577
1864,19367,232,2,1619,0.99,2007-02-16 05:42:39.996577
1865,19368,232,1,2833,8.99,2007-02-19 20:03:20.996577
1866,19369,233,2,1992,2.99,2007-02-17 09:27:19.996577
1867,19370,233,2,2244,2.99,2007-02-18 03:14:59.996577
1868,19371,233,1,2424,2.99,2007-02-18 16:03:34.996577
1869,19372,233,2,2443,4.99,2007-02-18 17:20:56.996577
1870,19373,234,2,1245,3.99,2007-02-15 03:37:27.996577
1871,19374,234,2,1645,0.99,2007-02-16 07:38:32.996577
1872,19375,234,1,1674,2.99,2007-02-16 09:25:26.996577
1873,19376,234,2,1993,5.99,2007-02-17 09:27:50.996577
1874,19377,234,1,2005,4.99,2007-02-17 10:13:20.996577
1875,19378,234,2,2511,5.99,2007-02-18 22:13:56.996577
1876,19379,234,2,3185,6.99,2007-02-20 21:26:27.996577
1877,19380,234,2,3199,4.99,2007-02-20 22:41:06.996577
1878,19381,235,1,1493,4.99,2007-02-15 20:18:58.996577
1879,19382,235,2,1811,0.99,2007-02-16 19:34:46.996577
1880,19383,236,1,1262,0.99,2007-02-15 05:23:19.996577
1881,19384,236,2,1308,5.99,2007-02-15 08:36:14.996577
1882,19385,236,2,2139,8.99,2007-02-17 19:58:00.996577
1883,19386,236,2,2311,6.99,2007-02-18 07:19:55.996577
1884,19387,236,1,2630,2.99,2007-02-19 07:15:47.996577
1885,19388,236,2,2840,3.99,2007-02-19 20:46:10.996577
1886,19389,236,1,3353,4.99,2007-02-21 09:57:49.996577
1887,19390,236,2,3460,2.99,2007-02-21 20:15:22.996577
1888,19391,237,1,1500,0.99,2007-02-15 20:29:11.996577
1889,19392,237,2,1518,0.99,2007-02-15 22:05:03.996577
1890,19393,237,1,2156,4.99,2007-02-17 21:36:38.996577
1891,19394,237,1,2492,2.99,2007-02-18 20:32:41.996577
1892,19395,237,2,3069,2.99,2007-02-20 12:41:26.996577
1893,19396,238,1,1199,2.99,2007-02-15 00:27:16.996577
1894,19397,238,1,1660,4.99,2007-02-16 08:41:21.996577
1895,19398,238,1,3181,2.99,2007-02-20 21:19:28.996577
1896,19399,239,1,1160,4.99,2007-02-14 21:29:00.996577
1897,19400,239,2,1560,4.99,2007-02-16 01:05:09.996577
1898,19401,239,2,2215,2.99,2007-02-18 01:16:47.996577
1899,19402,239,1,2390,4.99,2007-02-18 13:57:52.996577
1900,19403,239,1,3383,5.99,2007-02-21 12:35:45.996577
1901,19404,240,2,2196,3.99,2007-02-18 00:15:33.996577
1902,19405,240,1,2264,4.99,2007-02-18 04:27:11.996577
1903,19406,240,2,2872,5.99,2007-02-19 23:06:47.996577
1904,19407,241,2,2428,0.99,2007-02-18 16:16:00.996577
1905,19408,241,1,2455,0.99,2007-02-18 18:01:32.996577
1906,19409,241,2,2478,5.99,2007-02-18 19:29:47.996577
1907,19410,241,2,2683,2.99,2007-02-19 10:55:45.996577
1908,19411,241,2,3258,0.99,2007-02-21 02:22:24.996577
1909,19412,242,2,1304,4.99,2007-02-15 08:24:28.996577
1910,19413,242,1,1384,4.99,2007-02-15 13:50:29.996577
1911,19414,242,1,1483,4.99,2007-02-15 19:50:24.996577
1912,19415,242,2,1702,4.99,2007-02-16 11:49:31.996577
1913,19416,242,1,2691,4.99,2007-02-19 11:35:16.996577
1914,19417,242,2,2942,4.99,2007-02-20 03:55:57.996577
1915,19418,243,1,1405,5.99,2007-02-15 15:09:52.996577
1916,19419,243,1,1452,0.99,2007-02-15 18:01:18.996577
1917,19420,243,2,2757,5.99,2007-02-19 15:29:40.996577
1918,19421,244,2,1189,6.99,2007-02-14 23:32:48.996577
1919,19422,244,1,1595,5.99,2007-02-16 03:52:12.996577
1920,19423,244,2,2955,3.99,2007-02-20 05:15:01.996577
1921,19424,245,1,1377,2.99,2007-02-15 13:30:29.996577
1922,19425,245,1,2122,2.99,2007-02-17 19:16:53.996577
1923,19426,245,1,3157,2.99,2007-02-20 19:36:20.996577
1924,19427,246,2,1448,1.99,2007-02-15 17:45:42.996577
1925,19428,246,1,1968,2.99,2007-02-17 07:49:02.996577
1926,19429,246,2,2704,1.99,2007-02-19 12:18:36.996577
1927,19430,246,1,2725,0.99,2007-02-19 13:29:49.996577
1928,19431,246,1,3152,4.99,2007-02-20 19:11:07.996577
1929,19432,247,1,2288,5.99,2007-02-18 05:51:43.996577
1930,19433,248,1,2066,3.99,2007-02-17 14:35:34.996577
1931,19434,248,2,2371,0.99,2007-02-18 13:03:55.996577
1932,19435,249,1,1204,0.99,2007-02-15 00:50:12.996577
1933,19436,249,1,1473,5.99,2007-02-15 19:23:46.996577
1934,19437,249,2,1753,2.99,2007-02-16 15:36:43.996577
1935,19438,249,2,2129,1.99,2007-02-17 19:26:58.996577
1936,19439,249,2,3175,7.99,2007-02-20 20:58:49.996577
1937,19440,250,1,2432,4.99,2007-02-18 16:27:44.996577
1938,19441,251,1,2238,6.99,2007-02-18 02:50:32.996577
1939,19442,251,2,3422,7.99,2007-02-21 15:53:06.996577
1940,19443,251,1,3464,2.99,2007-02-21 20:37:24.996577
1941,19444,252,1,1395,5.99,2007-02-15 14:49:30.996577
1942,19445,252,2,2716,4.99,2007-02-19 13:08:43.996577
1943,19446,252,1,2968,0.99,2007-02-20 06:10:13.996577
1944,19447,253,2,1378,1.99,2007-02-15 13:31:41.996577
1945,19448,253,2,1606,6.99,2007-02-16 04:46:57.996577
1946,19449,253,2,2081,5.99,2007-02-17 15:33:28.996577
1947,19450,253,1,2142,4.99,2007-02-17 20:24:09.996577
1948,19451,253,1,2454,4.99,2007-02-18 18:01:17.996577
1949,19452,253,2,2636,4.99,2007-02-19 07:41:32.996577
1950,19453,254,1,1285,2.99,2007-02-15 07:01:32.996577
1951,19454,254,2,1390,0.99,2007-02-15 14:34:55.996577
1952,19455,254,1,2082,2.99,2007-02-17 15:41:58.996577
1953,19456,254,1,2138,2.99,2007-02-17 19:56:40.996577
1954,19457,254,2,2687,3.99,2007-02-19 11:15:18.996577
1955,19458,255,1,1235,2.99,2007-02-15 02:59:54.996577
1956,19459,255,1,1420,6.99,2007-02-15 16:24:40.996577
1957,19460,255,2,1681,2.99,2007-02-16 10:06:43.996577
1958,19461,255,2,3442,2.99,2007-02-21 18:35:17.996577
1959,19462,256,1,1555,2.99,2007-02-16 00:45:33.996577
1960,19463,256,2,1965,0.99,2007-02-17 07:46:05.996577
1961,19464,256,2,1973,4.99,2007-02-17 07:54:41.996577
1962,19465,256,2,2230,4.99,2007-02-18 02:19:15.996577
1963,19466,256,1,2380,6.99,2007-02-18 13:28:30.996577
1964,19467,256,2,2561,4.99,2007-02-19 01:43:18.996577
1965,19468,256,1,2839,4.99,2007-02-19 20:35:50.996577
1966,19469,257,1,2557,0.99,2007-02-19 01:37:17.996577
1967,19470,257,2,3083,4.99,2007-02-20 14:02:13.996577
1968,19471,258,1,1743,2.99,2007-02-16 15:06:36.996577
1969,19472,258,2,2678,0.99,2007-02-19 10:40:49.996577
1970,19473,258,2,2931,8.99,2007-02-20 03:19:11.996577
1971,19474,259,1,1641,7.99,2007-02-16 07:14:52.996577
1972,19475,259,2,1723,7.99,2007-02-16 13:42:44.996577
1973,19476,259,2,1813,2.99,2007-02-16 19:39:26.996577
1974,19477,259,2,2375,5.99,2007-02-18 13:15:55.996577
1975,19478,260,1,1626,3.99,2007-02-16 06:18:13.996577
1976,19479,260,2,2001,2.99,2007-02-17 10:03:35.996577
1977,19480,260,2,2040,2.99,2007-02-17 12:47:03.996577
1978,19481,260,1,2091,10.99,2007-02-17 16:37:30.996577
1979,19482,260,1,2178,0.99,2007-02-17 23:07:01.996577
1980,19483,260,1,2823,7.99,2007-02-19 18:58:47.996577
1981,19484,260,2,2958,3.99,2007-02-20 05:24:46.996577
1982,19485,260,1,3193,0.99,2007-02-20 22:20:56.996577
1983,19486,261,1,1760,2.99,2007-02-16 16:17:03.996577
1984,19487,261,1,1877,5.99,2007-02-17 01:22:42.996577
1985,19488,261,2,1988,8.99,2007-02-17 09:11:00.996577
1986,19489,261,2,2072,3.99,2007-02-17 15:01:58.996577
1987,19490,261,2,2392,0.99,2007-02-18 14:02:44.996577
1988,19491,261,1,3363,0.99,2007-02-21 10:53:33.996577
1989,19492,262,1,1563,2.99,2007-02-16 01:14:54.996577
1990,19493,262,1,2771,6.99,2007-02-19 16:23:14.996577
1991,19494,262,2,2850,8.99,2007-02-19 21:34:54.996577
1992,19495,262,1,2915,1.99,2007-02-20 02:25:43.996577
1993,19496,263,2,2126,8.99,2007-02-17 19:23:02.996577
1994,19497,263,2,3257,1.99,2007-02-21 02:15:45.996577
1995,19498,264,2,1165,3.99,2007-02-14 21:44:53.996577
1996,19499,264,1,1206,4.99,2007-02-15 00:55:33.996577
1997,19500,264,1,3028,0.99,2007-02-20 10:19:18.996577
1998,19501,264,1,3403,3.99,2007-02-21 14:23:32.996577
1999,19502,265,2,2027,7.99,2007-02-17 11:35:22.996577
2000,19503,265,2,2562,4.99,2007-02-19 01:43:31.996577
2001,19504,265,1,2598,2.99,2007-02-19 04:28:23.996577
2002,19505,266,2,1280,5.99,2007-02-15 06:44:32.996577
2003,19506,266,2,2065,4.99,2007-02-17 14:32:12.996577
2004,19507,266,2,3002,4.99,2007-02-20 08:24:38.996577
2005,19508,266,1,3059,4.99,2007-02-20 12:07:07.996577
2006,19509,267,2,1257,4.99,2007-02-15 04:44:02.996577
2007,19510,267,2,1349,4.99,2007-02-15 11:17:28.996577
2008,19511,267,2,2265,2.99,2007-02-18 04:31:53.996577
2009,19512,267,2,2578,7.99,2007-02-19 03:08:32.996577
2010,19513,267,1,2582,6.99,2007-02-19 03:24:53.996577
2011,19514,267,2,2699,2.99,2007-02-19 11:57:54.996577
2012,19515,267,2,2754,4.99,2007-02-19 15:24:25.996577
2013,19516,267,1,2877,1.99,2007-02-19 23:35:42.996577
2014,19517,267,2,3090,0.99,2007-02-20 14:28:45.996577
2015,19518,16,1,4591,1.99,2007-02-18 03:24:38.996577
2016,19519,267,1,10343,2.99,2007-03-01 03:44:13.996577
2017,19520,267,2,11373,0.99,2007-03-02 16:42:38.996577
2018,19521,267,1,11690,6.99,2007-03-17 05:12:48.996577
2019,19522,267,1,12320,4.99,2007-03-18 04:55:17.996577
2020,19523,267,1,12979,4.99,2007-03-19 05:29:01.996577
2021,19524,267,2,13236,9.99,2007-03-19 14:46:50.996577
2022,19525,267,1,14131,5.99,2007-03-21 00:12:06.996577
2023,19526,267,2,15020,3.99,2007-03-22 07:22:38.996577
2024,19527,267,1,15208,3.99,2007-03-22 15:04:13.996577
2025,19528,267,1,15768,0.99,2007-03-23 11:43:13.996577
2026,19529,267,1,15903,3.99,2007-03-23 15:59:06.996577
2027,19530,268,2,11462,7.99,2007-03-02 20:05:12.996577
2028,19531,268,2,11828,6.99,2007-03-17 11:16:54.996577
2029,19532,268,2,12007,2.99,2007-03-17 17:39:00.996577
2030,19533,268,2,12694,4.99,2007-03-18 18:39:05.996577
2031,19534,268,2,13880,5.99,2007-03-20 13:46:46.996577
2032,19535,268,2,14249,4.99,2007-03-21 04:06:31.996577
2033,19536,268,2,14373,4.99,2007-03-21 08:13:19.996577
2034,19537,268,1,14874,0.99,2007-03-22 02:00:31.996577
2035,19538,268,2,15183,2.99,2007-03-22 14:18:20.996577
2036,19539,269,2,10566,2.99,2007-03-01 11:40:37.996577
